signal_strength,frequency,noise_level,label
0.49963209507789,160.62348107697164,0.051561934417966304,1
0.960571445127933,99.25539614945538,0.45127645333978333,0
0.7855951534491241,107.77915855040752,0.2526261862239286,0
0.6789267873576292,188.84096073797872,0.4132287330538708,0
0.3248149123539492,156.70719656255488,0.16002480051530588,0
0.32479561626896214,91.01167567782926,0.44776161424810024,0
0.24646688973455957,101.16186971526353,0.19460083936708156,0
0.8929409166199482,162.98519460188612,0.00541882574014918,1
0.6808920093945671,90.55677422308406,0.45269098820963183,0
0.7664580622368364,107.68888565592485,0.04564333839306678,1
0.21646759543664196,150.36071683032446,0.15965681879520743,0
0.9759278817295955,166.10847174619624,0.47503098352540246,1
0.8659541126403374,161.71573854528606,0.47530357346877805,1
0.36987128854262097,114.66962404066157,0.28671894406164306,0
0.3454599737656805,168.33971434822894,0.31591860608489963,0
0.34672360788274703,116.097399624648,0.22422276098915989,0
0.4433937943676302,125.79396679751946,0.14660538584903227,0
0.6198051453057902,172.11405456298266,0.16433227268495798,1
0.5455560149136927,161.4596188951936,0.3362592280385192,0
0.43298331215843355,183.41457515435957,0.37618726471884,0
0.6894823157779035,162.3374181530378,0.39578952186292427,0
0.3115950885216335,152.51394636690188,0.39480907139727694,0
0.43371571882817456,100.30422446109017,0.045603051524345184,0
0.4930894746349534,130.4487383365377,0.24721015235129074,0
0.5648559873736287,119.1722604449898,0.028779380008322142,1
0.8281407691144109,116.83886077169919,0.27476444116186777,1
0.3597390257266878,197.03116102276903,0.2207652506866885,0
0.6113875507308892,133.24074971334363,0.4438520913791499,0
0.6739316550896339,188.12512106948247,0.17545750627603934,1
0.2371603301759982,159.4252488596989,0.05853350821380293,0
0.6860358815211507,177.42924338958133,0.07149584102641793,1
0.33641929894983325,145.29008024157113,0.3807553158587361,0
0.25204127438822366,153.4594273088995,0.30910903165813053,0
0.9591084298026666,144.17694632007505,0.05056133806139512,1
0.9725056264596474,111.47672865778489,0.04205340305749872,1
0.846717878493169,169.46973267876558,0.35048456572956,1
0.4436910153386966,120.88495986849414,0.036381503182096764,0
0.2781376912051071,92.67475630745992,0.4109300296451781,0
0.7473864212097256,161.00195254978846,0.3531211135782481,1
0.5521219949916811,109.48217473477538,0.04067439032094988,0
0.2976305878758231,193.45044427882056,0.04241885704259596,1
0.5961415280890161,194.93214347028461,0.4933197892505877,0
0.22751081689217473,190.63508292424933,0.18713539787806016,0
0.9274563216630256,130.7174570280989,0.18532107353344546,1
0.40702398528001354,91.70022781817542,0.4063997836287513,0
0.7300178274831857,192.1150418846498,0.47362428869192935,0
0.4493688608715288,137.10025631490458,0.49300053191143545,0
0.6160544169422486,196.33203009480366,0.3766890926294708,0
0.6373682234746237,195.9981974798178,0.18812979276545788,1
0.3478835644204217,183.8310401014096,0.04175035834933438,1
0.9756677022116469,122.38937812765442,0.3885734579637184,1
0.8201062586888916,132.36075014621179,0.2792021248679025,1
0.9515991532513512,183.62503386685427,0.21211100462348814,1
0.915861880342119,124.86142056719055,0.453177192547368,0
0.6783199830488682,108.64420213547018,0.05559874115307567,1
0.9374993880184934,151.24813887041853,0.24631255214542958,1
0.2707940016415356,192.9770251576859,0.005676822383709534,1
0.3567862899353162,166.56327763424702,0.23433032099706314,0
0.23618183112843047,152.70672870983014,0.028151637840918675,0
0.4602642646106115,100.68941431478454,0.05940895813403596,0
0.5109418317515857,157.65079493690865,0.05876312338855244,1
0.41707922541911674,198.90592351146896,0.3246051510580318,0
